family	genus	species	taxid	segment	refseqs
Arteriviridae	Etaarterivirus	Etaarterivirus ugarco 1	2501969	None	NC_034455
Arteriviridae	Thetaarterivirus	Thetaarterivirus mikelba 1	2502000	None	NC_025112
Arteriviridae	Zetaarterivirus	Zetaarterivirus ugarco 1	2499932	None	NC_033553
Arteriviridae	unknown	Porcine reproductive and respiratory syndrome virus	28344	None	NC_001961
Asfarviridae	Asfivirus	African swine fever virus	10497	None	NC_044945,NC_044942,NC_044951,NC_044946,NC_044953,NC_044955,NC_044947,NC_044943,NC_044949,NC_044944,NC_044941,NC_001659,NC_044950,NC_044948,NC_044952,NC_044954
Astroviridae	Mamastrovirus	Bovine astrovirus	1435485	None	NC_024297
Astroviridae	Mamastrovirus	Canine astrovirus	1157338	None	NC_026814
Astroviridae	Mamastrovirus	Mamastrovirus 1	1239565	None	NC_001943,NC_030922
Astroviridae	Mamastrovirus	Porcine astrovirus 2	1105378	None	NC_023674
Astroviridae	Mamastrovirus	Porcine astrovirus 3	1254425	None	NC_019494
Astroviridae	Mamastrovirus	Porcine astrovirus 4	1105379	None	NC_023675
Avsunviroidae	Avsunviroid	Avocado sunblotch viroid	12896	None	NC_001410
Avsunviroidae	Elaviroid	Eggplant latent viroid	219174	None	NC_039241
Avsunviroidae	Pelamoviroid	Chrysanthemum chlorotic mottle viroid	68402	None	NC_003540
Avsunviroidae	Pelamoviroid	Peach latent mosaic viroid	12894	None	NC_003636
Baculoviridae	Alphabaculovirus	Bombyx mori nucleopolyhedrovirus	271108	None	NC_001962
Baculoviridae	Alphabaculovirus	Helicoverpa armigera nucleopolyhedrovirus	51313	None	NC_002654,NC_003094
Baculoviridae	Alphabaculovirus	Lymantria dispar multiple nucleopolyhedrovirus	10449	None	NC_001973
Baculoviridae	Betabaculovirus	Phthorimaea operculella granulovirus	192584	None	NC_004062
Benyviridae	Benyvirus	Beet necrotic yellow vein virus	31721	RNA 3	NC_003516
Benyviridae	Benyvirus	Beet necrotic yellow vein virus	31721	RNA 4	NC_003517
Benyviridae	Benyvirus	Beet necrotic yellow vein virus	31721	RNA 5	NC_003513
Betaflexiviridae	Capillovirus	Apple stem grooving virus	28347	None	NC_001749
Betaflexiviridae	Capillovirus	Cherry virus A	42882	None	NC_003689
Betaflexiviridae	Carlavirus	Cowpea mild mottle virus	67761	None	NC_014730
Betaflexiviridae	Carlavirus	Lily symptomless virus	12173	None	NC_005138
Betaflexiviridae	Carlavirus	Potato virus M	12167	None	NC_001361
Betaflexiviridae	Carlavirus	Potato virus S	12169	None	NC_007289
Betaflexiviridae	Citrivirus	Citrus leaf blotch virus	129141	None	NC_003877
Betaflexiviridae	Foveavirus	Apple stem pitting virus	35350	None	NC_003462
Betaflexiviridae	Foveavirus	Grapevine rupestris stem pitting-associated virus	196400	None	NC_001948
Betaflexiviridae	Foveavirus	Grapevine virus T	2016035	None	NC_035203
Betaflexiviridae	Robigovirus	Cherry green ring mottle virus	65467	None	NC_001946
Betaflexiviridae	Trichovirus	Apple chlorotic leaf spot virus	12175	None	NC_001409
Betaflexiviridae	Trichovirus	Grapevine Pinot gris virus	1051792	None	NC_015782
Betaflexiviridae	Vitivirus	Grapevine virus A	35288	None	NC_003604
Birnaviridae	Aquabirnavirus	Infectious pancreatic necrosis virus	11002	A	NC_001915
Birnaviridae	Aquabirnavirus	Infectious pancreatic necrosis virus	11002	B	NC_001916
Birnaviridae	Aquabirnavirus	Tasmanian aquabirnavirus	1721090	A	NC_028252
Birnaviridae	Aquabirnavirus	Tasmanian aquabirnavirus	1721090	B	NC_028253
Birnaviridae	Avibirnavirus	Infectious bursal disease virus	10995	A	NC_004178
Birnaviridae	Avibirnavirus	Infectious bursal disease virus	10995	B	NC_004179
Bornaviridae	Orthobornavirus	Mammalian 1 orthobornavirus	1714619	None	NC_030692,NC_001607
Bornaviridae	Orthobornavirus	Mammalian 2 orthobornavirus	1897087	None	NC_030701
Bromoviridae	Alfamovirus	Alfalfa mosaic virus	12321	RNA 3	NC_002025
Bromoviridae	Cucumovirus	Cucumber mosaic virus	12305	RNA 1	NC_002034
Bromoviridae	Cucumovirus	Cucumber mosaic virus	12305	RNA 2	NC_002035
Bromoviridae	Cucumovirus	Cucumber mosaic virus	12305	RNA 3	NC_001440
Bromoviridae	Cucumovirus	Peanut stunt virus	12313	RNA 1	NC_002038
Bromoviridae	Cucumovirus	Peanut stunt virus	12313	RNA 2	NC_002039
Bromoviridae	Cucumovirus	Peanut stunt virus	12313	RNA 3	NC_002040
Bromoviridae	Cucumovirus	Tomato aspermy virus	12315	RNA 3	NC_003836
Bromoviridae	Ilarvirus	Apple mosaic virus	12319	RNA 3	NC_003480
Bromoviridae	Ilarvirus	Blackberry chlorotic ringspot virus	339420	RNA 3	NC_011555
Bromoviridae	Ilarvirus	Prunus necrotic ringspot virus	37733	RNA 1	NC_004362
Bromoviridae	Ilarvirus	Prunus necrotic ringspot virus	37733	RNA 2	NC_004363
Bromoviridae	Ilarvirus	Prunus necrotic ringspot virus	37733	RNA 3	NC_004364
Bromoviridae	Ilarvirus	Tobacco streak virus	12317	RNA 1	NC_003844
Bromoviridae	Ilarvirus	Tobacco streak virus	12317	RNA 2	NC_003842
Bromoviridae	Ilarvirus	Tobacco streak virus	12317	RNA 3	NC_003845
Caliciviridae	Lagovirus	Rabbit hemorrhagic disease virus	11976	None	NC_001543
Caliciviridae	Norovirus	Norwalk virus	11983	None	NC_029645,NC_029646,NC_029647,NC_001959,NC_008311
Caliciviridae	Sapovirus	Sapporo virus	95342	None	NC_010624,NC_006269,NC_006554,NC_027026,NC_000940
Caliciviridae	Vesivirus	Feline calicivirus	11978	None	NC_001481
Caulimoviridae	Badnavirus	Cacao swollen shoot virus	31559	None	NC_001574
Caulimoviridae	Badnavirus	Citrus yellow mosaic virus	174178	None	NC_003382
Caulimoviridae	Badnavirus	Dioscorea bacilliform AL virus	1619899	None	NC_038381
Caulimoviridae	Badnavirus	Dioscorea bacilliform virus	52996	None	NC_009010
Caulimoviridae	Caulimovirus	Cauliflower mosaic virus	10641	None	NC_001497
Caulimoviridae	Caulimovirus	Strawberry vein banding virus	47903	None	NC_001725
Caulimoviridae	Tungrovirus	Rice tungro bacilliform virus	10654	None	NC_001914
Circoviridae	Circovirus	Beak and feather disease virus	77856	None	NC_001944
Circoviridae	Circovirus	Canine circovirus	1194757	None	NC_020904
Circoviridae	Circovirus	Circovirus sp.	1964372	None	NC_034210
Circoviridae	Circovirus	Duck circovirus	324685	None	NC_007220,NC_006561,NC_005053
Circoviridae	Circovirus	Goose circovirus	146032	None	NC_003054
Circoviridae	Circovirus	Pigeon circovirus	1414603	None	NC_002361
Circoviridae	Circovirus	Porcine circovirus 1	133704	None	NC_001792
Circoviridae	Circovirus	Porcine circovirus 2	85708	None	NC_005148
Circoviridae	Circovirus	Porcine circovirus 3	1868221	None	NC_031753
Circoviridae	Circovirus	Porcine circovirus-like virus P1	1506546	None	NC_036593
Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 1	1234879	None	NC_023886
Circoviridae	Cyclovirus	Human associated cyclovirus 8	2038726	None	NC_039215
Closteroviridae	Ampelovirus	Grapevine leafroll-associated virus 3	55951	None	NC_004667
Closteroviridae	Ampelovirus	Plum bark necrosis stem pitting-associated virus	675077	None	NC_009992
Closteroviridae	Closterovirus	Citrus tristeza virus	12162	None	NC_001661
Closteroviridae	Closterovirus	Grapevine leafroll-associated virus 2	64003	None	NC_007448
Closteroviridae	Crinivirus	Cucurbit chlorotic yellows virus	558690	RNA 2	NC_018174
Closteroviridae	Crinivirus	Sweet potato chlorotic stunt virus	81931	RNA 1	NC_004123
Closteroviridae	Crinivirus	Sweet potato chlorotic stunt virus	81931	RNA 2	NC_004124
Closteroviridae	Crinivirus	Tomato chlorosis virus	67754	RNA 1	NC_007340
Closteroviridae	Crinivirus	Tomato chlorosis virus	67754	RNA 2	NC_007341
Closteroviridae	Velarivirus	Little cherry virus 1	217686	None	NC_001836
Coronaviridae	Alphacoronavirus	Alphacoronavirus 1	693997	None	NC_038861,NC_002306,NC_028806
Coronaviridae	Alphacoronavirus	Human coronavirus 229E	11137	None	NC_002645,NC_028752
Coronaviridae	Alphacoronavirus	Human coronavirus NL63	277944	None	NC_005831
Coronaviridae	Alphacoronavirus	Porcine epidemic diarrhea virus	28295	None	NC_003436
Coronaviridae	Betacoronavirus	Betacoronavirus 1	694003	None	NC_003045,NC_006213
Coronaviridae	Betacoronavirus	Human coronavirus HKU1	290028	None	NC_006577
Coronaviridae	Betacoronavirus	Middle East respiratory syndrome-related coronavirus	1335626	None	NC_038294,NC_019843
Coronaviridae	Betacoronavirus	Murine coronavirus	694005	None	NC_012936,NC_001846
Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	694009	None	NC_004718
Coronaviridae	Deltacoronavirus	Coronavirus HKU15	1965089	None	NC_039208
Coronaviridae	Gammacoronavirus	Avian coronavirus	694014	None	NC_010800,NC_001451
Coronaviridae	unknown	Bat coronavirus	1508220	None	NC_034440
Dicistroviridae	Aparavirus	Israeli acute paralysis virus	294365	None	NC_009025
Dicistroviridae	Cripavirus	Aphid lethal paralysis virus	209529	None	NC_004365
Dicistroviridae	Triatovirus	Black queen cell virus	92395	None	NC_003784
Dicistroviridae	Triatovirus	Homalodisca coagulata virus 1	2170238	None	NC_008029
Dicistroviridae	unknown	Big Sioux River virus	1041883	None	NC_035184
Endornaviridae	Alphaendornavirus	Bell pepper alphaendornavirus	354328	None	NC_039216
Filoviridae	Ebolavirus	Bundibugyo ebolavirus	565995	None	NC_014373
Filoviridae	Ebolavirus	Reston ebolavirus	186539	None	NC_004161
Filoviridae	Ebolavirus	Sudan ebolavirus	186540	None	NC_006432
Filoviridae	Ebolavirus	Zaire ebolavirus	186538	None	NC_002549
Filoviridae	Marburgvirus	Marburg marburgvirus	11269	None	NC_001608,NC_024781
Fimoviridae	Emaravirus	European mountain ash ringspot-associated emaravirus	1980426	RNA 3	NC_013108
Fimoviridae	Emaravirus	Fig mosaic emaravirus	1980427	3	NC_029563
Fimoviridae	Emaravirus	Fig mosaic emaravirus	1980427	4	NC_029564
Fimoviridae	Emaravirus	Fig mosaic emaravirus	1980427	5	NC_029566
Fimoviridae	Emaravirus	Fig mosaic emaravirus	1980427	6	NC_029568
Flaviviridae	Flavivirus	Bagaza virus	64290	None	NC_012534
Flaviviridae	Flavivirus	Culex flavivirus	390844	None	NC_008604
Flaviviridae	Flavivirus	Dengue virus	12637	None	NC_001477,NC_002640,NC_001475,NC_001474
Flaviviridae	Flavivirus	Japanese encephalitis virus	11072	None	NC_001437
Flaviviridae	Flavivirus	Kyasanur Forest disease virus	33743	None	NC_039218
Flaviviridae	Flavivirus	Murray Valley encephalitis virus	11079	None	NC_000943
Flaviviridae	Flavivirus	Powassan virus	11083	None	NC_003687
Flaviviridae	Flavivirus	Saint Louis encephalitis virus	11080	None	NC_007580
Flaviviridae	Flavivirus	Spondweni virus	64318	None	NC_029055
Flaviviridae	Flavivirus	Tembusu virus	64293	None	NC_015843
Flaviviridae	Flavivirus	Tick-borne encephalitis virus	11084	None	NC_001672
Flaviviridae	Flavivirus	Usutu virus	64286	None	NC_006551
Flaviviridae	Flavivirus	West Nile virus	11082	None	NC_001563,NC_009942
Flaviviridae	Flavivirus	Yellow fever virus	11089	None	NC_002031
Flaviviridae	Flavivirus	Zika virus	64320	None	NC_012532,NC_035889
Flaviviridae	Hepacivirus	Equine hepacivirus	1281455	None	NC_024889
Flaviviridae	Hepacivirus	Hepacivirus C	11103	None	NC_004102,NC_030791,NC_009827,NC_009826,NC_009825,NC_038882,NC_009824,NC_009823
Flaviviridae	Pegivirus	Pegivirus A	1307800	None	NC_024377,NC_001837
Flaviviridae	Pegivirus	Pegivirus C	1985356	None	NC_001710
Flaviviridae	Pegivirus	Pegivirus H	1985361	None	NC_027998,NC_038436
Flaviviridae	Pestivirus	Atypical porcine pestivirus	1914447	None	NC_030653
Flaviviridae	Pestivirus	Pestivirus A	2170080	None	NC_001461
Flaviviridae	Pestivirus	Pestivirus B	2170081	None	NC_039237
Flaviviridae	Pestivirus	Pestivirus C	2170082	None	NC_038912,NC_002657
Flaviviridae	Pestivirus	Pestivirus D	2170083	None	NC_003679
Flaviviridae	Pestivirus	Pestivirus H	2170087	None	NC_012812
Geminiviridae	Becurtovirus	Beet curly top Iran virus	391228	None	NC_010417
Geminiviridae	Begomovirus	African cassava mosaic virus	10817	DNA A	NC_001467
Geminiviridae	Begomovirus	African cassava mosaic virus	10817	DNA B	NC_001468
Geminiviridae	Begomovirus	Ageratum enation virus	188333	DNA A	NC_003434
Geminiviridae	Begomovirus	Ageratum yellow vein virus	44560	DNA A	NC_004626,NC_027040
Geminiviridae	Begomovirus	Alternanthera yellow vein virus	337826	DNA A	NC_007211
Geminiviridae	Begomovirus	Bean golden mosaic virus	10839	DNA A	NC_004042
Geminiviridae	Begomovirus	Bhendi yellow vein India virus	908023	DNA A	NC_014845
Geminiviridae	Begomovirus	Bhendi yellow vein mosaic virus	120168	DNA A	NC_003418
Geminiviridae	Begomovirus	Blainvillea yellow spot virus	536081	DNA A	NC_010837
Geminiviridae	Begomovirus	Blainvillea yellow spot virus	536081	DNA B	NC_010838
Geminiviridae	Begomovirus	Chayote yellow mosaic virus	222450	DNA A	NC_004618
Geminiviridae	Begomovirus	Chilli leaf curl virus	172278	DNA A	NC_004628
Geminiviridae	Begomovirus	Cleome leaf crumple virus	666144	DNA A	NC_016578
Geminiviridae	Begomovirus	Corchorus golden mosaic virus	390436	DNA A	NC_009644
Geminiviridae	Begomovirus	Corchorus golden mosaic virus	390436	DNA B	NC_009646
Geminiviridae	Begomovirus	Cotton leaf curl Alabad virus	222456	DNA A	NC_004582
Geminiviridae	Begomovirus	Cotton leaf curl Burewala virus	620894	DNA A	NC_012137
Geminiviridae	Begomovirus	Cotton leaf curl Gezira virus	222459	DNA A	NC_002510,NC_038444
Geminiviridae	Begomovirus	Cotton leaf curl Kokhran virus	222464	DNA A	NC_004583
Geminiviridae	Begomovirus	Cotton leaf curl Multan virus	223252	DNA A	NC_011804
Geminiviridae	Begomovirus	Cotton leaf curl virus	53010	DNA A	NC_031760
Geminiviridae	Begomovirus	Croton yellow vein mosaic virus	207697	DNA A	NC_004300
Geminiviridae	Begomovirus	East African cassava mosaic Cameroon virus	223262	DNA A	NC_004625
Geminiviridae	Begomovirus	East African cassava mosaic Kenya virus	393599	DNA A	NC_011583
Geminiviridae	Begomovirus	East African cassava mosaic Kenya virus	393599	DNA B	NC_011584
Geminiviridae	Begomovirus	East African cassava mosaic Malawi virus	223264	DNA A	NC_022645
Geminiviridae	Begomovirus	East African cassava mosaic Zanzibar virus	223275	DNA A	NC_004655
Geminiviridae	Begomovirus	East African cassava mosaic Zanzibar virus	223275	DNA B	NC_004656
Geminiviridae	Begomovirus	East African cassava mosaic virus	62079	DNA A	NC_004674
Geminiviridae	Begomovirus	East African cassava mosaic virus	62079	DNA B	NC_004676
Geminiviridae	Begomovirus	Euphorbia yellow mosaic virus	598494	DNA A	NC_012553
Geminiviridae	Begomovirus	Euphorbia yellow mosaic virus	598494	DNA B	NC_012554
Geminiviridae	Begomovirus	Honeysuckle yellow vein virus	240865	DNA A	NC_005807
Geminiviridae	Begomovirus	Indian cassava mosaic virus	31600	DNA B	NC_001933
Geminiviridae	Begomovirus	Macroptilium yellow spot virus	1129034	DNA A	NC_016999
Geminiviridae	Begomovirus	Macroptilium yellow vein virus	1129035	DNA A	NC_017000
Geminiviridae	Begomovirus	Malvastrum yellow vein Yunnan virus	290030	DNA A	NC_006631
Geminiviridae	Begomovirus	Melon chlorotic mosaic virus	180399	DNA A	NC_014380
Geminiviridae	Begomovirus	Melon chlorotic mosaic virus	180399	DNA B	NC_014381
Geminiviridae	Begomovirus	Mesta yellow vein mosaic virus	360579	DNA A	NC_014647,NC_009088
Geminiviridae	Begomovirus	Mungbean yellow mosaic India virus	223287	DNA A	NC_004608
Geminiviridae	Begomovirus	Mungbean yellow mosaic India virus	223287	DNA B	NC_004609
Geminiviridae	Begomovirus	Mungbean yellow mosaic virus	33726	DNA A	NC_001983
Geminiviridae	Begomovirus	Mungbean yellow mosaic virus	33726	DNA B	NC_001984
Geminiviridae	Begomovirus	Okra enation leaf curl virus	908125	DNA A	NC_031754,NC_014894
Geminiviridae	Begomovirus	Okra yellow crinkle virus	401040	DNA A	NC_008377
Geminiviridae	Begomovirus	Papaya leaf crumple virus	928315	DNA A	NC_014707
Geminiviridae	Begomovirus	Papaya leaf curl China virus	229634	DNA A	NC_005321
Geminiviridae	Begomovirus	Papaya leaf curl Guandong virus	271479	DNA A	NC_005844
Geminiviridae	Begomovirus	Papaya leaf curl virus	53260	DNA A	NC_004147
Geminiviridae	Begomovirus	Pedilanthus leaf curl virus	619631	DNA A	NC_008299,NC_012118
Geminiviridae	Begomovirus	Pepper golden mosaic virus	223301	DNA A	NC_004101
Geminiviridae	Begomovirus	Pepper golden mosaic virus	223301	DNA B	NC_004096
Geminiviridae	Begomovirus	Pepper huasteco yellow vein virus	223303	DNA A	NC_001359
Geminiviridae	Begomovirus	Pepper huasteco yellow vein virus	223303	DNA B	NC_001369
Geminiviridae	Begomovirus	Pepper yellow leaf curl Indonesia virus	292477	DNA A	NC_008283
Geminiviridae	Begomovirus	Pepper yellow vein Mali virus	260378	DNA A	NC_005347
Geminiviridae	Begomovirus	Sida micrantha mosaic virus	228897	DNA A	NC_005330
Geminiviridae	Begomovirus	Sida micrantha mosaic virus	228897	DNA B	NC_005331
Geminiviridae	Begomovirus	Sida mottle Alagoas virus	1266995	DNA A	NC_020256
Geminiviridae	Begomovirus	South African cassava mosaic virus	63723	DNA A	NC_003803
Geminiviridae	Begomovirus	South African cassava mosaic virus	63723	DNA B	NC_003804
Geminiviridae	Begomovirus	Soybean chlorotic blotch virus	761702	DNA A	NC_014141
Geminiviridae	Begomovirus	Soybean chlorotic blotch virus	761702	DNA B	NC_014142
Geminiviridae	Begomovirus	Squash leaf curl virus	10829	DNA A	NC_001936
Geminiviridae	Begomovirus	Squash leaf curl virus	10829	DNA B	NC_001937
Geminiviridae	Begomovirus	Sri Lankan cassava mosaic virus	161378	DNA A	NC_003861
Geminiviridae	Begomovirus	Sri Lankan cassava mosaic virus	161378	DNA B	NC_003862
Geminiviridae	Begomovirus	Sweet potato leaf curl Georgia virus	225752	DNA A	NC_004640
Geminiviridae	Begomovirus	Sweet potato leaf curl virus	100755	DNA A	NC_004650
Geminiviridae	Begomovirus	Tobacco curly shoot virus	180526	DNA A	NC_003722
Geminiviridae	Begomovirus	Tomato chlorotic mottle virus	172391	DNA A	NC_003664
Geminiviridae	Begomovirus	Tomato common mosaic virus	536084	DNA A	NC_010835
Geminiviridae	Begomovirus	Tomato common mosaic virus	536084	DNA B	NC_010836
Geminiviridae	Begomovirus	Tomato leaf curl Anjouan virus	439422	None	NC_038894
Geminiviridae	Begomovirus	Tomato leaf curl Bangalore virus	220608	DNA A	NC_003891
Geminiviridae	Begomovirus	Tomato leaf curl Bangladesh virus	223344	DNA A	NC_004614
Geminiviridae	Begomovirus	Tomato leaf curl China virus	229636	DNA A	NC_005320
Geminiviridae	Begomovirus	Tomato leaf curl Gujarat virus	219299	DNA A	NC_004558
Geminiviridae	Begomovirus	Tomato leaf curl Joydebpur virus	309390	DNA A	NC_007723
Geminiviridae	Begomovirus	Tomato leaf curl Karnataka virus	220932	DNA A	NC_003897
Geminiviridae	Begomovirus	Tomato leaf curl Kerala virus	551531	DNA A	NC_011135
Geminiviridae	Begomovirus	Tomato leaf curl New Delhi virus	223347	DNA A	NC_004611
Geminiviridae	Begomovirus	Tomato leaf curl New Delhi virus	223347	DNA B	NC_004612
Geminiviridae	Begomovirus	Tomato leaf curl Palampur virus	526476	DNA A	NC_010840
Geminiviridae	Begomovirus	Tomato leaf curl Palampur virus	526476	DNA B	NC_010839
Geminiviridae	Begomovirus	Tomato leaf curl Philippines virus	96054	DNA A	NC_005032
Geminiviridae	Begomovirus	Tomato leaf curl Sudan virus	270146	DNA A	NC_005855
Geminiviridae	Begomovirus	Tomato leaf curl Taiwan virus	196093	DNA A	NC_003898
Geminiviridae	Begomovirus	Tomato leaf curl Vietnam virus	208177	DNA A	NC_004153
Geminiviridae	Begomovirus	Tomato leaf curl virus	28350	DNA A	NC_003896
Geminiviridae	Begomovirus	Tomato leaf deformation virus	681518	DNA A	NC_014510
Geminiviridae	Begomovirus	Tomato mottle leaf curl virus	172394	DNA A	NC_032006
Geminiviridae	Begomovirus	Tomato severe rugose virus	158463	DNA A	NC_009607
Geminiviridae	Begomovirus	Tomato severe rugose virus	158463	DNA B	NC_009612
Geminiviridae	Begomovirus	Tomato yellow leaf curl China virus	185793	DNA A	NC_004044
Geminiviridae	Begomovirus	Tomato yellow leaf curl Kanchanaburi virus	266799	DNA A	NC_005812
Geminiviridae	Begomovirus	Tomato yellow leaf curl Kanchanaburi virus	266799	DNA B	NC_005811
Geminiviridae	Begomovirus	Tomato yellow leaf curl Mali virus	260377	DNA A	NC_027215
Geminiviridae	Begomovirus	Tomato yellow leaf curl Sardinia virus	123735	DNA A	NC_003828
Geminiviridae	Begomovirus	Tomato yellow leaf curl Thailand virus	85752	DNA A	NC_000869
Geminiviridae	Begomovirus	Tomato yellow leaf curl Thailand virus	85752	DNA B	NC_000870
Geminiviridae	Begomovirus	Tomato yellow leaf curl virus	10832	DNA A	NC_004005
Geminiviridae	Begomovirus	Tomato yellow spot virus	365523	DNA A	NC_007726
Geminiviridae	Begomovirus	Tomato yellow spot virus	365523	DNA B	NC_007727
Geminiviridae	Begomovirus	Tomato yellow vein streak virus	55216	DNA A	NC_010949
Geminiviridae	Begomovirus	Tomato yellow vein streak virus	55216	DNA B	NC_010950
Geminiviridae	Begomovirus	Watermelon chlorotic stunt virus	35341	DNA A	NC_003708
Geminiviridae	Begomovirus	Watermelon chlorotic stunt virus	35341	DNA B	NC_003709
Geminiviridae	Capulavirus	Alfalfa leaf curl virus	1306546	None	NC_027714
Geminiviridae	Capulavirus	Euphorbia caput-medusae latent virus	1853865	None	NC_030238
Geminiviridae	Curtovirus	Beet curly top virus	10840	None	NC_001412
